tweet_id,created_at,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,retweet_count,favorite_count,jpg_url,retweeted,favorited
817423860136083457,2017-01-06 17:33:29+00:00,,,False,16168,36097,http://pbs.twimg.com/ext_tw_video_thumb/817423809049493505/pu/img/5OFW0yueFu9oTUiQ.jpg,False,False
817171292965273600,2017-01-06 00:49:53+00:00,,,False,2179,9233,http://pbs.twimg.com/media/C1cs8uAWgAEwbXc.jpg,False,False
817120970343411712,2017-01-05 21:29:55+00:00,,,False,2836,12883,http://pbs.twimg.com/media/C1b_LSYUsAAJ494.jpg,False,False
817056546584727552,2017-01-05 17:13:55+00:00,,,False,1786,9066,http://pbs.twimg.com/media/C1bEl4zVIAASj7_.jpg,False,False
816816676327063552,2017-01-05 01:20:46+00:00,,,False,2195,10588,http://pbs.twimg.com/media/C1XqbhXXUAElpfI.jpg,False,False
816697700272001025,2017-01-04 17:27:59+00:00,,,False,2388,10369,http://pbs.twimg.com/media/C1V-K63UAAEUHqw.jpg,False,False
816450570814898180,2017-01-04 01:05:59+00:00,,,False,8791,32315,http://pbs.twimg.com/media/C1SddosXUAQcVR1.jpg,False,False
816336735214911488,2017-01-03 17:33:39+00:00,,,False,2116,9096,http://pbs.twimg.com/media/C1Q17WdWEAAjKFO.jpg,False,False
816091915477250048,2017-01-03 01:20:49+00:00,,,False,2341,9463,http://pbs.twimg.com/media/C1NXQw8WIAAXQaK.jpg,False,False
815966073409433600,2017-01-02 17:00:46+00:00,,,False,9186,23723,http://pbs.twimg.com/ext_tw_video_thumb/815965888126062592/pu/img/JleSw4wRhgKDWQj5.jpg,False,False
815736392542261248,2017-01-02 01:48:06+00:00,,,False,2464,10420,http://pbs.twimg.com/media/C1IT6otWIAAGtpe.jpg,False,False
815639385530101762,2017-01-01 19:22:38+00:00,,,False,1779,8700,http://pbs.twimg.com/media/C1G7sXyWIAA10eH.jpg,False,False
815390420867969024,2017-01-01 02:53:20+00:00,,,False,4126,10966,http://pbs.twimg.com/media/C1DZQiTXgAUqgRI.jpg,False,False
814986499976527872,2016-12-31 00:08:17+00:00,,,False,1391,8094,http://pbs.twimg.com/media/C09p5dJWIAE5qKL.jpg,False,False
814638523311648768,2016-12-30 01:05:33+00:00,,,False,2940,11919,http://pbs.twimg.com/media/C04taUkW8AAgYS5.jpg,False,False
814530161257443328,2016-12-29 17:54:58+00:00,,,False,2016,9162,http://pbs.twimg.com/media/C03K2-VWIAAK1iV.jpg,False,False
814153002265309185,2016-12-28 16:56:16+00:00,,,False,9412,30482,http://pbs.twimg.com/media/C0xz04SVIAAeyDb.jpg,False,False
813910438903693312,2016-12-28 00:52:25+00:00,,,False,2034,9842,http://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,False,False
813800681631023104,2016-12-27 17:36:16+00:00,,,False,1904,8840,http://pbs.twimg.com/media/C0szZh_XUAAm9je.jpg,False,False
813217897535406080,2016-12-26 03:00:30+00:00,,,False,7928,19774,http://pbs.twimg.com/media/C0khWkVXEAI389B.jpg,False,False
813202720496779264,2016-12-26 02:00:11+00:00,,,False,1954,9737,http://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,False,False
813187593374461952,2016-12-26 01:00:05+00:00,,,False,4731,21019,http://pbs.twimg.com/media/C0kFzOQUoAAt6yb.jpg,False,False
813172488309972993,2016-12-26 00:00:03+00:00,,,False,2075,9878,http://pbs.twimg.com/media/C0j4EESUsAABtMq.jpg,False,False
813157409116065792,2016-12-25 23:00:08+00:00,,,False,2407,8231,http://pbs.twimg.com/media/C0jqVVdWIAAZbYV.jpg,False,False
813142292504645637,2016-12-25 22:00:04+00:00,,,False,2556,8948,http://pbs.twimg.com/media/C0jcmOMUAAAuitE.jpg,False,False
813127251579564032,2016-12-25 21:00:18+00:00,,,False,3395,12570,http://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,False,False
813112105746448384,2016-12-25 20:00:07+00:00,,,False,2986,10957,http://pbs.twimg.com/media/C0jBJZVWQAA2_-X.jpg,False,False
813096984823349248,2016-12-25 19:00:02+00:00,,,False,3905,11174,http://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,False,False
813081950185472002,2016-12-25 18:00:17+00:00,,,False,3005,10479,http://pbs.twimg.com/media/C0ilsa0WEAADQEG.jpg,False,False
813066809284972545,2016-12-25 17:00:08+00:00,,,False,2104,8449,http://pbs.twimg.com/media/C0iX8OOVEAEIpMC.jpg,False,False
813051746834595840,2016-12-25 16:00:16+00:00,,,False,7960,22210,http://pbs.twimg.com/media/C0iKPZIXUAAbDYV.jpg,False,False
812781120811126785,2016-12-24 22:04:54+00:00,,,False,2077,8059,http://pbs.twimg.com/media/C0eUHfWUAAANEYr.jpg,False,False
812709060537683968,2016-12-24 17:18:34+00:00,,,False,1547,7028,http://pbs.twimg.com/media/C0dSk98WEAALyya.jpg,False,False
812466873996607488,2016-12-24 01:16:12+00:00,,,False,2096,8464,http://pbs.twimg.com/media/C0Z2T_GWgAAxbL9.jpg,False,False
812372279581671427,2016-12-23 19:00:19+00:00,,,False,3984,14512,http://pbs.twimg.com/media/C0YgO20WgAAPhsf.jpg,False,False
811985624773361665,2016-12-22 17:23:53+00:00,,,False,1525,7699,http://pbs.twimg.com/media/C0TAnZIUAAAADKs.jpg,False,False
811744202451197953,2016-12-22 01:24:33+00:00,,,False,1738,7996,http://pbs.twimg.com/media/C0PlCQjXAAA9TIh.jpg,False,False
